row_id,source_row_id,order_id,user_id,product_category,payment_method,order_status,quantity,unit_price,discount,total_amount,order_time,pay_time
orders-row-0001130,ord-0001130,ord-0001130,user-00130,grocery,bank_transfer,paid,4,39.800000,0.100000,143.280000,1700101700,1700102020
orders-row-0001131,ord-0001131,ord-0001131,user-00131,apparel,wallet,pending,1,40.800000,0.050000,38.760000,1700101790,1700102123
orders-row-0001132,ord-0001132,ord-0001132,user-00132,home,card,shipped,3,42.800000,0.000000,128.400000,1700101880,1700102226
orders-row-0001133,ord-0001133,ord-0001133,user-00133,sports,paypal,refunded,5,44.300000,0.150000,188.280000,1700101970,1700102329
orders-row-0001134,ord-0001134,ord-0001134,user-00134,electronics,bank_transfer,completed,2,45.900000,0.100000,82.620000,1700102060,1700102432
orders-row-0001135,ord-0001135,ord-0001135,user-00135,books,wallet,paid,4,48.000000,0.050000,182.400000,1700102150,1700102535
orders-row-0001136,ord-0001136,ord-0001136,user-00136,grocery,card,pending,1,50.100000,0.000000,50.100000,1700102240,1700102638
orders-row-0001137,ord-0001137,ord-0001137,user-00137,apparel,paypal,shipped,3,51.600000,0.150000,131.580000,1700102330,1700102741
orders-row-0001138,ord-0001138,ord-0001138,user-00138,home,bank_transfer,refunded,5,53.000000,0.100000,238.500000,1700102420,1700102844
orders-row-0001139,ord-0001139,ord-0001139,user-00139,sports,wallet,completed,2,54.700000,0.050000,103.930000,1700102510,1700102947
orders-row-0001140,ord-0001140,ord-0001140,user-00140,electronics,card,paid,4,56.200000,0.000000,224.800000,1700102600,1700103050
orders-row-0001141,ord-0001141,ord-0001141,user-00141,books,paypal,pending,1,57.700000,0.150000,49.050000,1700102690,1700103153
orders-row-0001142,ord-0001142,ord-0001142,user-00142,grocery,bank_transfer,shipped,3,60.000000,0.100000,162.000000,1700102780,1700103256
orders-row-0001143,ord-0001143,ord-0001143,user-00143,apparel,wallet,refunded,5,61.600000,0.050000,292.600000,1700102870,1700103359
orders-row-0001144,ord-0001144,ord-0001144,user-00144,home,card,completed,2,63.500000,0.000000,127.000000,1700102960,1700103462
orders-row-0001145,ord-0001145,ord-0001145,user-00145,sports,paypal,paid,4,65.200000,0.150000,221.680000,1700103050,1700103565
orders-row-0001146,ord-0001146,ord-0001146,user-00146,electronics,bank_transfer,pending,1,66.600000,0.100000,59.940000,1700103140,1700103668
orders-row-0001147,ord-0001147,ord-0001147,user-00147,books,wallet,shipped,3,68.100000,0.050000,194.080000,1700103230,1700103771
orders-row-0001148,ord-0001148,ord-0001148,user-00148,grocery,card,refunded,5,69.900000,0.000000,349.500000,1700103320,1700103874
orders-row-0001149,ord-0001149,ord-0001149,user-00149,apparel,paypal,completed,2,71.700000,0.150000,121.890000,1700103410,1700103977
orders-row-0001150,ord-0001150,ord-0001150,user-00150,home,bank_transfer,paid,4,73.600000,0.100000,264.960000,1700103500,1700104080
orders-row-0001151,ord-0001151,ord-0001151,user-00151,sports,wallet,pending,1,75.400000,0.050000,71.630000,1700103590,1700104183
orders-row-0001152,ord-0001152,ord-0001152,user-00152,electronics,card,shipped,3,76.600000,0.000000,229.800000,1700103680,1700104286
orders-row-0001153,ord-0001153,ord-0001153,user-00153,books,paypal,refunded,5,8.500000,0.150000,36.120000,1700103770,1700104389
orders-row-0001154,ord-0001154,ord-0001154,user-00154,grocery,bank_transfer,completed,2,10.600000,0.100000,19.080000,1700103860,1700104492
orders-row-0001155,ord-0001155,ord-0001155,user-00155,apparel,wallet,paid,4,11.500000,0.050000,43.700000,1700103950,1700104595
orders-row-0001156,ord-0001156,ord-0001156,user-00156,home,card,pending,1,13.200000,0.000000,13.200000,1700104040,1700104698
orders-row-0001157,ord-0001157,ord-0001157,user-00157,sports,paypal,shipped,3,15.200000,0.150000,38.760000,1700104130,1700104801
orders-row-0001158,ord-0001158,ord-0001158,user-00158,electronics,bank_transfer,refunded,5,17.400000,0.100000,78.300000,1700104220,1700104904
orders-row-0001159,ord-0001159,ord-0001159,user-00159,books,wallet,completed,2,18.600000,0.050000,35.340000,1700104310,1700105007
orders-row-0001160,ord-0001160,ord-0001160,user-00160,grocery,card,paid,4,20.000000,0.000000,80.000000,1700104400,1700105110
orders-row-0001161,ord-0001161,ord-0001161,user-00161,apparel,paypal,pending,1,22.200000,0.150000,18.870000,1700104490,1700105213
orders-row-0001162,ord-0001162,ord-0001162,user-00162,home,bank_transfer,shipped,3,23.800000,0.100000,64.260000,1700104580,1700105316
orders-row-0001163,ord-0001163,ord-0001163,user-00163,sports,wallet,refunded,5,25.600000,0.050000,121.600000,1700104670,1700105419
orders-row-0001164,ord-0001164,ord-0001164,user-00164,electronics,card,completed,2,27.700000,0.000000,55.400000,1700104760,1700105522
orders-row-0001165,ord-0001165,ord-0001165,user-00165,books,paypal,paid,4,28.500000,0.150000,96.900000,1700104850,1700105625
orders-row-0001166,ord-0001166,ord-0001166,user-00166,grocery,bank_transfer,pending,1,30.600000,0.100000,27.540000,1700104940,1700105728
orders-row-0001167,ord-0001167,ord-0001167,user-00167,apparel,wallet,shipped,3,32.800000,0.050000,93.480000,1700105030,1700105831
orders-row-0001168,ord-0001168,ord-0001168,user-00168,home,card,refunded,5,33.600000,0.000000,168.000000,1700105120,1700105934
orders-row-0001169,ord-0001169,ord-0001169,user-00169,sports,paypal,completed,2,35.500000,0.150000,60.350000,1700105210,1700106037
orders-row-0001170,ord-0001170,ord-0001170,user-00170,electronics,bank_transfer,paid,4,37.600000,0.100000,135.360000,1700105300,1700106140
orders-row-0001171,ord-0001171,ord-0001171,user-00171,books,wallet,pending,1,39.600000,0.050000,37.620000,1700105390,1700106243
orders-row-0001172,ord-0001172,ord-0001172,user-00172,grocery,card,shipped,3,40.700000,0.000000,122.100000,1700105480,1700106346
orders-row-0001173,ord-0001173,ord-0001173,user-00173,apparel,paypal,refunded,5,42.900000,0.150000,182.320000,1700105570,1700106449
orders-row-0001174,ord-0001174,ord-0001174,user-00174,home,bank_transfer,completed,2,43.900000,0.100000,79.020000,1700105660,1700106552
orders-row-0001175,ord-0001175,ord-0001175,user-00175,sports,wallet,paid,4,45.800000,0.050000,174.040000,1700105750,1700106655
orders-row-0001176,ord-0001176,ord-0001176,user-00176,electronics,card,pending,1,48.000000,0.000000,48.000000,1700105840,1700106758
orders-row-0001177,ord-0001177,ord-0001177,user-00177,books,__CD_RARE_ORDERS_TRANSACTIONS_PAYMENT_METHOD_002__,shipped,3,49.700000,0.150000,126.740000,1700105930,1700105961
orders-row-0001178,ord-0001178,ord-0001178,user-00178,grocery,bank_transfer,refunded,5,51.400000,0.100000,231.300000,1700106020,1700106064
orders-row-0001179,ord-0001179,ord-0001179,user-00179,apparel,wallet,completed,2,53.100000,0.050000,100.890000,1700106110,1700106167
orders-row-0001180,ord-0001180,ord-0001180,user-00180,home,card,paid,4,54.600000,0.000000,218.400000,1700106200,1700106270
orders-row-0001181,ord-0001181,ord-0001181,user-00181,sports,paypal,pending,1,56.100000,0.150000,47.690000,1700106290,1700106373
orders-row-0001182,ord-0001182,ord-0001182,user-00182,electronics,bank_transfer,shipped,3,58.000000,0.100000,156.600000,1700106380,1700106476
orders-row-0001183,ord-0001183,ord-0001183,user-00183,books,wallet,refunded,5,59.900000,0.050000,284.520000,1700106470,1700106579
orders-row-0001184,ord-0001184,ord-0001184,user-00184,grocery,card,completed,2,61.300000,0.000000,122.600000,1700106560,1700106682
orders-row-0001185,ord-0001185,ord-0001185,user-00185,apparel,paypal,paid,4,62.500000,0.150000,212.500000,1700106650,1700106785
orders-row-0001186,ord-0001186,ord-0001186,user-00186,home,bank_transfer,pending,1,64.900000,0.100000,58.410000,1700106740,1700106888
orders-row-0001187,ord-0001187,ord-0001187,user-00187,sports,wallet,shipped,3,66.600000,0.050000,189.810000,1700106830,1700106991
orders-row-0001188,ord-0001188,ord-0001188,user-00188,electronics,card,refunded,5,68.300000,0.000000,341.500000,1700106920,1700107094
orders-row-0001189,ord-0001189,ord-0001189,user-00189,books,paypal,completed,2,69.400000,0.150000,117.980000,1700107010,1700107197
orders-row-0001190,ord-0001190,ord-0001190,user-00190,grocery,bank_transfer,paid,4,71.000000,0.100000,255.600000,1700107100,1700107300
orders-row-0001191,ord-0001191,ord-0001191,user-00191,apparel,wallet,pending,1,73.400000,0.050000,69.730000,1700107190,1700107403
orders-row-0001192,ord-0001192,ord-0001192,user-00192,home,card,shipped,3,74.500000,0.000000,223.500000,1700107280,1700107506
orders-row-0001193,ord-0001193,ord-0001193,user-00193,sports,paypal,refunded,5,76.800000,0.150000,326.400000,1700107370,1700107609
orders-row-0001194,ord-0001194,ord-0001194,user-00194,electronics,bank_transfer,completed,2,8.500000,0.100000,15.300000,1700107460,1700107712
orders-row-0001195,ord-0001195,ord-0001195,user-00195,books,wallet,paid,4,9.800000,0.050000,37.240000,1700107550,1700107815
orders-row-0001196,ord-0001196,ord-0001196,user-00196,grocery,card,pending,1,11.500000,0.000000,11.500000,1700107640,1700107918
orders-row-0001197,ord-0001197,ord-0001197,user-00197,apparel,paypal,shipped,3,13.000000,0.150000,33.150000,1700107730,1700108021
orders-row-0001198,ord-0001198,ord-0001198,user-00198,home,bank_transfer,refunded,5,15.100000,0.100000,67.950000,1700107820,1700108124
orders-row-0001199,ord-0001199,ord-0001199,user-00199,sports,wallet,completed,2,16.800000,0.050000,31.920000,1700107910,1700108227
orders-row-0001200,ord-0001200,ord-0001200,user-00200,electronics,card,paid,4,18.800000,0.000000,75.200000,1700108000,1700108330
orders-row-0001201,ord-0001201,ord-0001201,user-00201,books,paypal,pending,1,19.900000,0.150000,16.910000,1700108090,1700108433
orders-row-0001202,ord-0001202,ord-0001202,user-00202,grocery,bank_transfer,shipped,3,22.100000,0.100000,59.670000,1700108180,1700108536
orders-row-0001203,ord-0001203,ord-0001203,user-00203,apparel,wallet,refunded,5,23.100000,0.050000,109.720000,1700108270,1700108639
orders-row-0001204,ord-0001204,ord-0001204,user-00204,home,card,completed,2,25.500000,0.000000,51.000000,1700108360,1700108742
orders-row-0001205,ord-0001205,ord-0001205,user-00205,,paypal,paid,4,27.400000,0.150000,93.160000,1700108450,1700108845
orders-row-0001206,ord-0001206,ord-0001206,user-00206,electronics,bank_transfer,pending,1,28.900000,0.100000,26.010000,1700108540,1700108948
orders-row-0001207,ord-0001207,ord-0001207,user-00207,books,wallet,shipped,3,30.700000,0.050000,87.490000,1700108630,1700109051
orders-row-0001208,ord-0001208,ord-0001208,user-00208,grocery,card,refunded,5,31.900000,0.000000,159.500000,1700108720,1700109154
orders-row-0001209,ord-0001209,ord-0001209,user-00209,apparel,paypal,completed,2,34.200000,0.150000,58.140000,1700108810,1700109257
orders-row-0001210,ord-0001210,ord-0001210,user-00210,home,bank_transfer,paid,4,35.600000,0.100000,128.160000,1700108900,1700109360
orders-row-0001211,ord-0001211,ord-0001211,user-00211,sports,wallet,pending,1,36.900000,0.050000,35.050000,1700108990,1700108870
orders-row-0001212,ord-0001212,ord-0001212,user-00212,electronics,card,shipped,3,38.400000,0.000000,115.200000,1700109080,1700109566
orders-row-0001213,ord-0001213,ord-0001213,user-00213,books,paypal,refunded,5,40.700000,0.150000,172.970000,1700109170,1700109669
orders-row-0001214,ord-0001214,ord-0001214,user-00214,grocery,bank_transfer,completed,2,42.000000,0.100000,75.600000,1700109260,1700109772
orders-row-0001215,ord-0001215,ord-0001215,user-00215,apparel,wallet,paid,4,43.700000,0.050000,166.060000,1700109350,1700109875
orders-row-0001216,ord-0001216,ord-0001216,user-00216,home,card,pending,1,45.300000,0.000000,45.300000,1700109440,1700109978
orders-row-0001217,ord-0001217,ord-0001217,user-00217,sports,paypal,shipped,3,47.700000,0.150000,121.640000,1700109530,1700110081
orders-row-0001218,ord-0001218,ord-0001218,user-00218,electronics,bank_transfer,refunded,5,48.700000,0.100000,219.150000,1700109620,1700110184
orders-row-0001219,ord-0001219,ord-0001219,user-00219,books,wallet,completed,2,50.300000,0.050000,95.570000,1700109710,1700110287
orders-row-0001220,ord-0001220,ord-0001220,user-00220,grocery,card,paid,4,52.900000,0.000000,211.600000,1700109800,1700110390
orders-row-0001221,ord-0001221,ord-0001221,user-00221,apparel,paypal,pending,1,54.600000,0.150000,999999.000000,1700109890,1700110493
orders-row-0001222,ord-0001222,ord-0001222,user-00222,home,bank_transfer,shipped,3,55.900000,0.100000,150.930000,1700109980,1700110596
orders-row-0001223,ord-0001223,ord-0001223,user-00223,sports,wallet,refunded,5,57.900000,0.050000,275.020000,1700110070,1700110699
orders-row-0001224,ord-0001224,ord-0001224,user-00224,electronics,card,completed,2,59.500000,0.000000,119.000000,1700110160,1700110802
orders-row-0001225,ord-0001225,ord-0001225,user-00225,books,__CD_RARE_ORDERS_TRANSACTIONS_PAYMENT_METHOD_005__,paid,4,60.800000,0.150000,206.720000,1700110250,1700110905
orders-row-0001226,ord-0001226,ord-0001226,user-00226,grocery,bank_transfer,pending,1,62.200000,0.100000,55.980000,1700110340,1700111008
orders-row-0001227,ord-0001227,ord-0001227,user-00227,apparel,wallet,shipped,3,64.800000,0.050000,184.680000,1700110430,1700111111
orders-row-0001228,ord-0001228,ord-0001228,user-00228,home,card,refunded,5,66.200000,0.000000,331.000000,1700110520,1700111214
orders-row-0001229,ord-0001229,ord-0001229,user-00229,sports,paypal,completed,2,68.200000,0.150000,115.940000,1700110610,1700111317
orders-row-0001230,ord-0001230,ord-0001230,user-00230,electronics,bank_transfer,paid,4,69.200000,0.100000,249.120000,1700110700,1700111420
orders-row-0001231,ord-0001231,ord-0001231,user-00231,books,wallet,pending,1,71.300000,0.050000,67.730000,1700110790,1700111523
orders-row-0001232,ord-0001232,ord-0001232,user-00232,grocery,card,shipped,3,72.900000,0.000000,218.700000,1700110880,1700111626
orders-row-0001233,ord-0001233,ord-0001233,user-00233,apparel,paypal,refunded,5,74.100000,0.150000,314.930000,1700110970,1700111729
orders-row-0001234,ord-0001234,ord-0001234,user-00234,home,bank_transfer,completed,2,75.900000,0.100000,136.620000,1700111060,1700111832
orders-row-0001235,ord-0001235,ord-0001235,user-00235,sports,wallet,paid,4,77.800000,0.050000,295.640000,1700111150,1700111935
orders-row-0001236,ord-0001236,ord-0001236,user-00236,electronics,card,pending,1,9.900000,0.000000,9.900000,1700111240,1700112038
orders-row-0001237,ord-0001237,ord-0001237,user-00237,books,paypal,shipped,3,10.900000,0.150000,27.800000,1700111330,1700112141
orders-row-0001238,ord-0001238,ord-0001238,user-00238,grocery,bank_transfer,refunded,5,13.400000,0.100000,60.300000,1700111420,1700112244
orders-row-0001239,ord-0001239,ord-0001239,user-00239,apparel,wallet,completed,2,14.600000,0.050000,27.740000,1700111510,1700112347
orders-row-0001240,ord-0001240,ord-0001240,user-00240,home,card,paid,4,16.400000,0.000000,65.600000,1700111600,1700112450
orders-row-0001241,ord-0001241,ord-0001241,user-00241,sports,paypal,pending,1,18.600000,0.150000,15.810000,1700111690,1700112553
orders-row-0001242,ord-0001242,ord-0001242,user-00242,electronics,bank_transfer,shipped,3,19.900000,0.100000,53.730000,1700111780,1700112656
orders-row-0001243,ord-0001243,ord-0001243,user-00243,books,wallet,refunded,5,21.100000,0.050000,100.220000,1700111870,1700112759
orders-row-0001244,ord-0001244,ord-0001244,user-00244,grocery,card,completed,2,23.000000,0.000000,46.000000,1700111960,1700112862
orders-row-0001245,ord-0001245,ord-0001245,user-00245,apparel,paypal,paid,4,25.400000,0.150000,86.360000,1700112050,1700112965
orders-row-0001246,ord-0001246,ord-0001246,user-00246,home,bank_transfer,pending,1,27.100000,0.100000,24.390000,1700112140,1700113068
orders-row-0001247,ord-0001247,ord-0001247,user-00247,sports,wallet,shipped,3,28.500000,0.050000,81.220000,1700112230,1700112271
orders-row-0001248,ord-0001248,ord-0001248,user-00248,electronics,card,refunded,5,30.100000,0.000000,150.500000,1700112320,1700112374
orders-row-0001249,ord-0001249,ord-0001249,user-00249,books,paypal,completed,2,9999.000000,0.150000,53.210000,1700112410,1700112477
orders-row-0001250,ord-0001250,ord-0001250,user-00000,grocery,bank_transfer,paid,4,33.200000,0.100000,119.520000,1700112500,1700112580
orders-row-0001251,ord-0001251,ord-0001251,user-00001,apparel,wallet,pending,1,35.500000,0.050000,33.730000,1700112590,1700112683
orders-row-0001252,ord-0001252,ord-0001252,user-00002,home,card,shipped,3,36.600000,0.000000,109.800000,1700112680,1700112786
orders-row-0001253,ord-0001253,ord-0001253,user-00003,sports,paypal,refunded,5,38.800000,0.150000,164.900000,1700112770,1700112889
orders-row-0001254,ord-0001254,ord-0001254,user-00004,electronics,bank_transfer,completed,2,40.100000,0.100000,72.180000,1700112860,1700112992
orders-row-0001255,ord-0001255,ord-0001255,user-00005,books,wallet,paid,4,41.800000,0.050000,158.840000,1700112950,1700113095
orders-row-0001256,ord-0001256,ord-0001256,user-00006,grocery,card,pending,1,43.800000,0.000000,43.800000,1700113040,1700113198
orders-row-0001257,ord-0001257,ord-0001257,user-00007,apparel,paypal,shipped,3,45.000000,0.150000,114.750000,1700113130,1700113301
orders-row-0001258,ord-0001258,ord-0001258,user-00008,home,bank_transfer,refunded,5,47.200000,0.100000,212.400000,1700113220,1700113404
orders-row-0001259,ord-0001259,ord-0001259,user-00009,sports,wallet,completed,2,48.300000,0.050000,91.770000,1700113310,1700113507
orders-row-0001260,ord-0001260,ord-0001260,user-00010,electronics,card,paid,4,50.800000,0.000000,203.200000,1700113400,1700113610
orders-row-0001261,ord-0001261,ord-0001261,user-00011,books,paypal,pending,1,,0.150000,44.540000,1700113490,1700113713
orders-row-0001262,ord-0001262,ord-0001262,user-00012,grocery,bank_transfer,shipped,3,54.000000,0.100000,145.800000,1700113580,1700113816
orders-row-0001263,ord-0001263,ord-0001263,user-00013,apparel,wallet,refunded,5,55.600000,0.050000,264.100000,1700113670,1700113919
orders-row-0001264,ord-0001264,ord-0001264,user-00014,home,card,completed,2,56.900000,0.000000,113.800000,1700113760,1700114022
orders-row-0001265,ord-0001265,ord-0001265,user-00015,sports,paypal,paid,4,58.600000,0.150000,199.240000,1700113850,1700114125
orders-row-0001266,ord-0001266,ord-0001266,user-00016,electronics,bank_transfer,pending,1,60.600000,0.100000,54.540000,1700113940,1700114228
orders-row-0001267,ord-0001267,ord-0001267,user-00017,books,wallet,shipped,3,62.700000,0.050000,178.700000,1700114030,1700114331
orders-row-0001268,ord-0001268,ord-0001268,user-00018,grocery,card,refunded,5,63.600000,0.000000,318.000000,1700114120,1700114434
orders-row-0001269,ord-0001269,ord-0001269,user-00019,apparel,paypal,completed,2,65.800000,0.150000,111.860000,1700114210,1700114537
orders-row-0001270,ord-0001270,ord-0001270,user-00020,home,bank_transfer,paid,4,67.800000,0.100000,244.080000,1700114300,1700114640
orders-row-0001271,ord-0001271,ord-0001271,user-00021,sports,wallet,pending,1,69.200000,0.050000,65.740000,1700114390,1700114743
orders-row-0001272,ord-0001272,ord-0001272,user-00022,electronics,card,shipped,3,70.700000,0.000000,212.100000,1700114480,1700114846
orders-row-0001273,ord-0001273,ord-0001273,user-00023,books,paypal,refunded,5,72.500000,0.150000,308.120000,1700114570,1700114949
orders-row-0001274,ord-0001274,ord-0001274,user-00024,grocery,bank_transfer,completed,2,74.300000,0.100000,133.740000,1700114660,1700115052
orders-row-0001275,ord-0001275,ord-0001275,user-00025,apparel,wallet,paid,4,75.900000,0.050000,288.420000,1700114750,1700115155
orders-row-0001276,ord-0001276,ord-0001276,user-00026,home,card,pending,1,77.200000,0.000000,77.200000,1700114840,1700115258
orders-row-0001277,ord-0001277,ord-0001277,user-00027,sports,paypal,shipped,3,8.900000,0.150000,22.700000,1700114930,1700115361
orders-row-0001278,ord-0001278,ord-0001278,user-00028,electronics,bank_transfer,refunded,5,11.100000,0.100000,49.950000,1700115020,1700115464
orders-row-0001279,ord-0001279,ord-0001279,user-00029,books,wallet,completed,2,12.700000,0.050000,24.130000,1700115110,1700115567
orders-row-0001280,ord-0001280,ord-0001280,user-00030,grocery,card,paid,4,14.600000,0.000000,58.400000,1700115200,1700115670
orders-row-0001281,ord-0001281,ord-0001281,user-00031,apparel,paypal,pending,1,16.400000,0.150000,13.940000,1700115290,1700115773
orders-row-0001282,ord-0001282,ord-0001282,user-00032,home,bank_transfer,shipped,3,18.200000,0.100000,49.140000,1700115380,1700115876
orders-row-0001283,ord-0001283,ord-0001283,user-00033,sports,wallet,refunded,5,19.200000,0.050000,91.200000,1700115470,1700115979
orders-row-0001284,ord-0001284,ord-0001284,user-00034,electronics,card,completed,2,21.100000,0.000000,42.200000,1700115560,1700116082
orders-row-0001285,ord-0001285,ord-0001285,user-00035,books,paypal,paid,4,22.700000,0.150000,77.180000,1700115650,1700116185
orders-row-0001286,ord-0001286,ord-0001286,user-00036,grocery,bank_transfer,pending,1,24.500000,0.100000,22.050000,1700115740,1700116288
orders-row-0001287,ord-0001287,ord-0001287,user-00037,apparel,wallet,shipped,3,26.400000,0.050000,75.240000,1700115830,1700116391
orders-row-0001288,ord-0001288,ord-0001288,user-00038,home,card,refunded,5,27.600000,0.000000,138.000000,1700115920,1700116494
orders-row-0001289,ord-0001289,ord-0001289,user-00039,sports,paypal,completed,2,30.000000,0.150000,51.000000,1700116010,1700116597
orders-row-0001290,ord-0001290,ord-0001290,user-00040,electronics,bank_transfer,paid,4,31.500000,0.100000,113.400000,1700116100,1700116700
orders-row-0001291,ord-0001291,ord-0001291,user-00041,books,wallet,pending,1,33.200000,0.050000,31.540000,1700116190,1700116803
orders-row-0001292,ord-0001292,ord-0001292,user-00042,grocery,card,shipped,3,34.900000,0.000000,104.700000,1700116280,1700116906
orders-row-0001293,ord-0001293,ord-0001293,user-00043,apparel,paypal,refunded,5,36.400000,0.150000,154.700000,1700116370,1700117009
orders-row-0001294,ord-0001294,ord-0001294,user-00044,home,bank_transfer,completed,2,38.400000,0.100000,69.120000,1700116460,1700117112
orders-row-0001295,ord-0001295,ord-0001295,user-00045,sports,wallet,paid,4,40.300000,0.050000,153.140000,1700116550,1700117215
orders-row-0001296,ord-0001296,ord-0001296,user-00046,electronics,card,pending,1,41.400000,0.000000,41.400000,1700116640,1700117318
orders-row-0001297,ord-0001297,ord-0001297,user-00047,books,paypal,shipped,3,43.200000,0.150000,110.160000,1700116730,1700117421
orders-row-0001298,ord-0001298,ord-0001298,user-00048,grocery,bank_transfer,refunded,5,45.300000,0.100000,203.850000,1700116820,1700117524
orders-row-0001299,ord-0001299,ord-0001299,user-00049,apparel,wallet,completed,2,46.600000,0.050000,88.540000,1700116910,1700117627
orders-row-0001300,ord-0001300,ord-0001300,user-00050,home,card,paid,4,48.300000,0.000000,193.200000,1700117000,1700117730
orders-row-0001301,ord-0001301,ord-0001301,user-00051,sports,paypal,pending,1,50.300000,0.150000,42.750000,1700117090,1700117833
orders-row-0001302,ord-0001302,ord-0001302,user-00052,electronics,bank_transfer,shipped,3,51.400000,0.100000,138.780000,1700117180,1700117936
orders-row-0001303,ord-0001303,ord-0001303,user-00053,books,wallet,refunded,5,53.300000,0.050000,253.170000,1700117270,1700118039
orders-row-0001304,ord-0001304,ord-0001304,user-00054,grocery,card,completed,2,55.600000,0.000000,111.200000,1700117360,1700118142
orders-row-0001305,ord-0001305,ord-0001305,user-00055,apparel,paypal,paid,4,57.200000,0.150000,194.480000,1700117450,1700118245
orders-row-0001306,ord-0001306,ord-0001306,user-00056,home,bank_transfer,pending,1,58.200000,0.100000,52.380000,1700117540,1700118348
orders-row-0001307,ord-0001307,ord-0001307,user-00057,sports,wallet,shipped,3,60.300000,0.050000,171.850000,1700117630,1700118451
orders-row-0001308,ord-0001308,ord-0001308,user-00058,electronics,card,refunded,5,61.600000,0.000000,308.000000,1700117720,1700118554
orders-row-0001309,ord-0001309,ord-0001309,user-00059,books,paypal,completed,2,64.000000,0.150000,108.800000,1700117810,1700118657
orders-row-0001310,ord-0001310,ord-0001310,user-00060,,bank_transfer,paid,4,65.100000,0.100000,234.360000,1700117900,1700118760
orders-row-0001311,ord-0001311,ord-0001311,user-00061,apparel,wallet,pending,1,66.900000,0.050000,63.550000,1700117990,1700118863
orders-row-0001312,ord-0001312,ord-0001312,user-00062,home,card,shipped,3,69.300000,0.000000,207.900000,1700118080,1700118966
orders-row-0001313,ord-0001313,ord-0001313,user-00063,sports,paypal,refunded,5,70.500000,0.150000,299.620000,1700118170,1700119069
orders-row-0001314,ord-0001314,ord-0001314,user-00064,electronics,bank_transfer,completed,2,72.700000,0.100000,130.860000,1700118260,1700119172
orders-row-0001315,ord-0001315,ord-0001315,user-00065,books,wallet,paid,4,73.600000,0.050000,279.680000,1700118350,1700119275
orders-row-0001316,ord-0001316,ord-0001316,user-00066,grocery,card,pending,1,75.500000,0.000000,75.500000,1700118440,1700118478
orders-row-0001317,ord-0001317,ord-0001317,user-00067,apparel,paypal,shipped,3,77.400000,0.150000,197.370000,1700118530,1700118581
orders-row-0001318,ord-0001318,ord-0001318,user-00068,home,bank_transfer,refunded,5,9.200000,0.100000,41.400000,1700118620,1700118684
orders-row-0001319,ord-0001319,ord-0001319,user-00069,sports,wallet,completed,2,10.500000,0.050000,19.950000,1700118710,1700118787
orders-row-0001320,ord-0001320,ord-0001320,user-00070,electronics,card,paid,4,12.100000,0.000000,48.400000,1700118800,1700118890
orders-row-0001321,ord-0001321,ord-0001321,user-00071,books,paypal,pending,1,,0.150000,12.410000,1700118890,1700118770
orders-row-0001322,ord-0001322,ord-0001322,user-00072,grocery,bank_transfer,shipped,3,16.300000,0.100000,44.010000,1700118980,1700119096
orders-row-0001323,ord-0001323,ord-0001323,user-00073,apparel,wallet,refunded,5,17.100000,0.050000,81.220000,1700119070,1700119199
orders-row-0001324,ord-0001324,ord-0001324,user-00074,home,card,completed,2,19.600000,0.000000,39.200000,1700119160,1700119302
orders-row-0001325,ord-0001325,ord-0001325,user-00075,sports,paypal,paid,4,20.900000,0.150000,71.060000,1700119250,1700119405
orders-row-0001326,ord-0001326,ord-0001326,user-00076,electronics,bank_transfer,pending,1,22.500000,0.100000,20.250000,1700119340,1700119508
orders-row-0001327,ord-0001327,ord-0001327,user-00077,books,wallet,shipped,3,23.900000,0.050000,68.110000,1700119430,1700119611
orders-row-0001328,ord-0001328,ord-0001328,user-00078,grocery,card,refunded,5,25.900000,0.000000,129.500000,1700119520,1700119714
orders-row-0001329,ord-0001329,ord-0001329,user-00079,apparel,paypal,completed,2,28.000000,0.150000,47.600000,1700119610,1700119817
orders-row-0001330,ord-0001330,ord-0001330,user-00080,home,bank_transfer,paid,4,29.000000,0.100000,104.400000,1700119700,1700119920
orders-row-0001331,ord-0001331,ord-0001331,user-00081,sports,wallet,pending,1,30.700000,0.050000,29.160000,1700119790,1700120023
orders-row-0001332,ord-0001332,ord-0001332,user-00082,electronics,card,shipped,3,33.000000,0.000000,99.000000,1700119880,1700120126
orders-row-0001333,ord-0001333,ord-0001333,user-00083,books,paypal,refunded,5,34.900000,0.150000,148.320000,1700119970,1700120229
orders-row-0001334,ord-0001334,ord-0001334,user-00084,grocery,bank_transfer,completed,2,36.600000,0.100000,65.880000,1700120060,1700120332
orders-row-0001335,ord-0001335,ord-0001335,user-00085,apparel,wallet,paid,4,37.700000,0.050000,143.260000,1700120150,1700120435
orders-row-0001336,ord-0001336,ord-0001336,user-00086,home,card,pending,1,40.000000,0.000000,40.000000,1700120240,1700120538
orders-row-0001337,ord-0001337,ord-0001337,user-00087,sports,paypal,shipped,3,41.700000,0.150000,106.340000,1700120330,1700120641
orders-row-0001338,ord-0001338,ord-0001338,user-00088,electronics,bank_transfer,refunded,5,43.000000,0.100000,193.500000,1700120420,1700120744
orders-row-0001339,ord-0001339,ord-0001339,user-00089,books,wallet,completed,2,44.600000,0.050000,84.740000,1700120510,1700120847
