row_id,source_row_id,log_id,user_id,device_type,os,app_version,event_type,session_duration,bytes_sent,bytes_received,login_time,logout_time,is_success
logs-row-0001113,log-0001113,log-0001113,user-00113,laptop,iOS,2.5.1,view,519,4903,5981,1800083475,1800083994,1
logs-row-0001114,log-0001114,log-0001114,user-00114,desktop,iOS,2.5.0,logout,532,4934,6018,1800083550,1800084082,1
logs-row-0001115,log-0001115,log-0001115,user-00115,tablet,iOS,2.4.1,login,550,4965,6055,1800083625,1800084175,1
logs-row-0001116,log-0001116,log-0001116,user-00116,phone,iOS,2.4.0,purchase,575,4996,6092,1800083700,1800084275,1
logs-row-0001117,log-0001117,log-0001117,user-00117,laptop,iOS,2.5.1,login_failed,45,5027,6129,1800083775,1800083820,0
logs-row-0001118,log-0001118,log-0001118,user-00118,desktop,iOS,2.5.0,view,613,5058,6166,1800083850,1800084463,1
logs-row-0001119,log-0001119,log-0001119,user-00119,tablet,iOS,2.4.1,logout,631,5089,6203,1800083925,1800084556,1
logs-row-0001120,log-0001120,log-0001120,user-00120,phone,iOS,2.4.0,login,649,5120,6240,1800084000,1800084649,1
logs-row-0001121,log-0001121,log-0001121,user-00121,laptop,iOS,2.5.1,purchase,664,5151,6277,1800084075,1800084739,1
logs-row-0001122,log-0001122,log-0001122,user-00122,desktop,iOS,2.5.0,login_failed,45,5182,6314,1800084150,1800084195,0
logs-row-0001123,log-0001123,log-0001123,user-00123,tablet,iOS,2.4.1,view,703,5213,6351,1800084225,1800084928,1
logs-row-0001124,log-0001124,log-0001124,user-00124,phone,iOS,2.4.0,logout,728,5244,6388,1800084300,1800085028,1
logs-row-0001125,log-0001125,log-0001125,user-00125,laptop,iOS,2.5.1,login,745,5275,6425,1800084375,1800085120,1
logs-row-0001126,log-0001126,log-0001126,user-00126,desktop,iOS,2.5.0,purchase,765,5306,6462,1800084450,1800085215,1
logs-row-0001127,log-0001127,log-0001127,user-00127,tablet,iOS,2.4.1,login_failed,45,5337,6499,1800084525,1800084570,0
logs-row-0001128,log-0001128,log-0001128,user-00128,phone,iOS,2.4.0,view,800,5368,6536,1800084600,1800085400,1
logs-row-0001129,log-0001129,log-0001129,user-00129,laptop,iOS,2.5.1,logout,821,5399,6573,1800084675,1800085496,1
logs-row-0001130,log-0001130,log-0001130,user-00130,desktop,iOS,2.5.0,login,841,430,6610,1800084750,1800085591,1
logs-row-0001131,log-0001131,log-0001131,user-00131,tablet,iOS,2.4.1,purchase,861,461,6647,1800084825,1800085686,1
logs-row-0001132,log-0001132,log-0001132,user-00132,phone,iOS,2.4.0,login_failed,45,492,6684,1800084900,1800084945,0
logs-row-0001133,log-0001133,log-0001133,user-00133,laptop,iOS,2.5.1,view,892,523,6721,1800084975,1800085867,1
logs-row-0001134,log-0001134,log-0001134,user-00134,desktop,iOS,2.5.0,logout,912,554,6758,1800085050,1800085962,1
logs-row-0001135,log-0001135,log-0001135,user-00135,tablet,iOS,2.4.1,login,932,585,6795,1800085125,1800086057,1
logs-row-0001136,log-0001136,log-0001136,user-00136,phone,iOS,2.4.0,purchase,954,616,6832,1800085200,1800086154,1
logs-row-0001137,log-0001137,log-0001137,user-00137,laptop,iOS,2.5.1,login_failed,14,647,6869,1800085275,1800085289,0
logs-row-0001138,log-0001138,log-0001138,user-00138,desktop,iOS,2.5.0,view,87,678,6906,1800085350,1800085437,1
logs-row-0001139,log-0001139,log-0001139,user-00139,tablet,iOS,2.4.1,logout,106,709,6943,1800085425,1800085531,1
logs-row-0001140,log-0001140,log-0001140,user-00140,phone,iOS,2.4.0,login,126,740,6980,1800085500,1800085626,1
logs-row-0001141,log-0001141,log-0001141,user-00141,laptop,iOS,2.5.1,purchase,151,771,7017,1800085575,1800085726,1
logs-row-0001142,log-0001142,log-0001142,user-00142,desktop,iOS,2.5.0,login_failed,45,802,7054,1800085650,1800085695,0
logs-row-0001143,log-0001143,log-0001143,user-00143,tablet,iOS,2.4.1,view,188,833,7091,1800085725,1800085913,1
logs-row-0001144,log-0001144,log-0001144,user-00144,phone,iOS,2.4.0,logout,206,864,7128,1800085800,1800086006,1
logs-row-0001145,log-0001145,log-0001145,user-00145,laptop,iOS,2.5.1,login,223,895,7165,1800085875,1800086098,1
logs-row-0001146,log-0001146,log-0001146,user-00146,desktop,iOS,2.5.0,purchase,243,926,7202,1800085950,1800086193,1
logs-row-0001147,log-0001147,log-0001147,user-00147,tablet,iOS,2.4.1,login_failed,45,957,7239,1800086025,1800086070,0
logs-row-0001148,log-0001148,log-0001148,user-00148,phone,iOS,2.4.0,view,283,988,7276,1800086100,1800086383,1
logs-row-0001149,log-0001149,log-0001149,user-00149,laptop,iOS,2.5.1,logout,303,1019,7313,1800086175,1800086478,1
logs-row-0001150,log-0001150,log-0001150,user-00150,desktop,iOS,2.5.0,login,318,1050,7350,1800086250,1800086568,1
logs-row-0001151,log-0001151,log-0001151,user-00151,tablet,iOS,2.4.1,purchase,335,1081,7387,1800086325,1800086660,1
logs-row-0001152,log-0001152,log-0001152,user-00152,phone,iOS,2.4.0,login_failed,45,1112,7424,1800086400,1800086445,0
logs-row-0001153,log-0001153,log-0001153,user-00153,laptop,iOS,2.5.1,view,373,1143,7461,1800086475,1800086848,1
logs-row-0001154,log-0001154,log-0001154,user-00154,desktop,iOS,2.5.0,logout,391,1174,7498,1800086550,1800086941,1
logs-row-0001155,log-0001155,log-0001155,user-00155,tablet,iOS,2.4.1,login,411,1205,7535,1800086625,1800087036,1
logs-row-0001156,log-0001156,log-0001156,user-00156,phone,iOS,2.4.0,purchase,430,1236,7572,1800086700,1800087130,1
logs-row-0001157,log-0001157,log-0001157,user-00157,laptop,iOS,2.5.1,login_failed,45,1267,7609,1800086775,1800086820,0
logs-row-0001158,log-0001158,log-0001158,user-00158,desktop,iOS,2.5.0,view,471,1298,7646,1800086850,1800087321,1
logs-row-0001159,log-0001159,log-0001159,user-00159,tablet,iOS,2.4.1,logout,488,1329,7683,1800086925,1800087413,1
logs-row-0001160,log-0001160,log-0001160,user-00160,phone,iOS,2.4.0,login,508,1360,7720,1800087000,1800087508,1
logs-row-0001161,log-0001161,log-0001161,user-00161,laptop,iOS,2.5.1,purchase,526,1391,7757,1800087075,1800087601,1
logs-row-0001162,log-0001162,log-0001162,user-00162,desktop,iOS,2.5.0,login_failed,45,1422,7794,1800087150,1800087195,0
logs-row-0001163,log-0001163,log-0001163,user-00163,tablet,iOS,2.4.1,view,567,1453,7831,1800087225,1800087792,1
logs-row-0001164,log-0001164,log-0001164,user-00164,phone,iOS,2.4.0,logout,581,1484,7868,1800087300,1800087881,1
logs-row-0001165,log-0001165,log-0001165,user-00165,laptop,iOS,2.5.1,login,604,1515,7905,1800087375,1800087979,1
logs-row-0001166,log-0001166,log-0001166,user-00166,desktop,iOS,2.5.0,purchase,621,1546,7942,1800087450,1800088071,1
logs-row-0001167,log-0001167,log-0001167,user-00167,tablet,iOS,2.4.1,login_failed,45,1577,7979,1800087525,1800087570,0
logs-row-0001168,log-0001168,log-0001168,user-00168,phone,iOS,2.4.0,view,663,1608,8016,1800087600,1800088263,1
logs-row-0001169,log-0001169,log-0001169,user-00169,laptop,iOS,2.5.1,logout,676,1639,8053,1800087675,1800088351,1
logs-row-0001170,log-0001170,log-0001170,user-00170,desktop,iOS,2.5.0,login,695,1670,8090,1800087750,1800088445,1
logs-row-0001171,log-0001171,log-0001171,user-00171,tablet,iOS,2.4.1,purchase,716,1701,8127,1800087825,1800088541,1
logs-row-0001172,log-0001172,log-0001172,user-00172,phone,iOS,2.4.0,login_failed,45,1732,8164,1800087900,1800087945,0
logs-row-0001173,log-0001173,log-0001173,user-00173,laptop,iOS,2.5.1,view,753,1763,8201,1800087975,1800088728,1
logs-row-0001174,log-0001174,log-0001174,user-00174,desktop,iOS,2.5.0,logout,771,1794,8238,1800088050,1800088821,1
logs-row-0001175,log-0001175,log-0001175,user-00175,tablet,iOS,2.4.1,login,792,1825,8275,1800088125,1800088917,1
logs-row-0001176,log-0001176,log-0001176,user-00176,phone,iOS,2.4.0,purchase,812,1856,8312,1800088200,1800089012,1
logs-row-0001177,log-0001177,log-0001177,user-00177,laptop,iOS,2.5.1,login_failed,45,1887,8349,1800088275,1800088320,0
logs-row-0001178,log-0001178,log-0001178,user-00178,desktop,iOS,2.5.0,view,854,1918,8386,1800088350,1800089204,1
logs-row-0001179,log-0001179,log-0001179,user-00179,tablet,iOS,2.4.1,logout,868,1949,8423,1800088425,1800089293,1
logs-row-0001180,log-0001180,log-0001180,user-00180,phone,iOS,2.4.0,login,890,1980,8460,1800088500,1800089390,1
logs-row-0001181,log-0001181,log-0001181,user-00181,laptop,iOS,2.5.1,purchase,911,2011,8497,1800088575,1800089486,1
logs-row-0001182,log-0001182,log-0001182,user-00182,desktop,iOS,2.5.0,login_failed,45,2042,8534,1800088650,1800088695,0
logs-row-0001183,log-0001183,log-0001183,user-00183,tablet,iOS,2.4.1,view,948,2073,8571,1800088725,1800089673,1
logs-row-0001184,log-0001184,log-0001184,user-00184,phone,iOS,2.4.0,logout,65,2104,8608,1800088800,1800088865,1
logs-row-0001185,log-0001185,log-0001185,user-00185,laptop,iOS,2.5.1,login,83,2135,8645,1800088875,1800088958,1
logs-row-0001186,log-0001186,log-0001186,user-00186,desktop,iOS,2.5.0,purchase,99,2166,8682,1800088950,1800089049,1
logs-row-0001187,log-0001187,log-0001187,user-00187,tablet,iOS,2.4.1,login_failed,45,2197,8719,1800089025,1800089070,0
logs-row-0001188,log-0001188,log-0001188,user-00188,phone,iOS,2.4.0,view,137,2228,8756,1800089100,1800089237,1
logs-row-0001189,log-0001189,log-0001189,user-00189,laptop,iOS,2.5.1,logout,163,2259,8793,1800089175,1800089338,1
logs-row-0001190,log-0001190,log-0001190,user-00190,desktop,iOS,2.5.0,login,180,2290,8830,1800089250,1800089430,1
logs-row-0001191,log-0001191,log-0001191,user-00191,tablet,iOS,2.4.1,purchase,199,2321,8867,1800089325,1800089524,1
logs-row-0001192,log-0001192,log-0001192,user-00192,phone,iOS,2.4.0,login_failed,45,2352,8904,1800089400,1800089445,0
logs-row-0001193,log-0001193,log-0001193,user-00193,laptop,iOS,2.5.1,view,234,2383,8941,1800089475,1800089709,1
logs-row-0001194,log-0001194,log-0001194,user-00194,desktop,iOS,2.5.0,logout,251,2414,8978,1800089550,1800089801,1
logs-row-0001195,log-0001195,log-0001195,user-00195,tablet,iOS,2.4.1,login,273,2445,9015,1800089625,1800089898,1
logs-row-0001196,log-0001196,log-0001196,user-00196,phone,iOS,2.4.0,purchase,295,2476,9052,1800089700,1800089995,1
logs-row-0001197,log-0001197,log-0001197,user-00197,laptop,iOS,2.5.1,login_failed,45,2507,9089,1800089775,1800089820,0
logs-row-0001198,log-0001198,log-0001198,user-00198,desktop,iOS,2.5.0,view,333,2538,9126,1800089850,1800090183,1
logs-row-0001199,log-0001199,log-0001199,user-00199,tablet,iOS,2.4.1,logout,350,2569,9163,1800089925,1800090275,1
logs-row-0001200,log-0001200,log-0001200,user-00000,phone,iOS,2.4.0,login,368,2600,9200,1800090000,1800090368,1
logs-row-0001201,log-0001201,log-0001201,user-00001,laptop,iOS,2.5.1,purchase,387,2631,9237,1800090075,1800090462,1
logs-row-0001202,log-0001202,log-0001202,user-00002,desktop,iOS,2.5.0,login_failed,45,2662,9274,1800090150,1800090195,0
logs-row-0001203,log-0001203,log-0001203,user-00003,tablet,iOS,2.4.1,view,425,2693,9311,1800090225,1800090650,1
logs-row-0001204,log-0001204,log-0001204,user-00004,phone,iOS,2.4.0,logout,446,2724,9348,1800090300,1800090746,1
logs-row-0001205,log-0001205,log-0001205,user-00005,laptop,iOS,2.5.1,login,461,2755,9385,1800090375,1800090836,1
logs-row-0001206,log-0001206,log-0001206,user-00006,desktop,iOS,2.5.0,purchase,480,2786,9422,1800090450,1800090930,1
logs-row-0001207,log-0001207,log-0001207,user-00007,tablet,iOS,2.4.1,login_failed,45,2817,9459,1800090525,1800090570,0
logs-row-0001208,log-0001208,log-0001208,user-00008,phone,iOS,2.4.0,view,522,2848,9496,1800090600,1800091122,1
logs-row-0001209,log-0001209,log-0001209,user-00009,laptop,iOS,2.5.1,logout,538,2879,9533,1800090675,1800091213,1
logs-row-0001210,log-0001210,log-0001210,user-00010,desktop,iOS,2.5.0,login,560,2910,9570,1800090750,1800091310,1
logs-row-0001211,log-0001211,log-0001211,user-00011,tablet,iOS,2.4.1,purchase,574,2941,9607,1800090825,1800091399,1
logs-row-0001212,log-0001212,log-0001212,user-00012,phone,iOS,2.4.0,login_failed,45,2972,9644,1800090900,1800090945,0
logs-row-0001213,log-0001213,log-0001213,user-00013,laptop,iOS,2.5.1,view,614,3003,9681,1800090975,1800091589,1
logs-row-0001214,log-0001214,log-0001214,user-00014,desktop,iOS,2.5.0,logout,636,3034,9718,1800091050,1800091686,1
logs-row-0001215,log-0001215,log-0001215,user-00015,tablet,iOS,2.4.1,login,652,3065,9755,1800091125,1800091777,1
logs-row-0001216,log-0001216,log-0001216,user-00016,phone,iOS,2.4.0,purchase,675,3096,9792,1800091200,1800091875,1
logs-row-0001217,log-0001217,log-0001217,user-00017,laptop,iOS,2.5.1,login_failed,45,3127,9829,1800091275,1800091320,0
logs-row-0001218,log-0001218,log-0001218,user-00018,desktop,iOS,2.5.0,view,707,3158,9866,1800091350,1800092057,1
logs-row-0001219,log-0001219,log-0001219,user-00019,tablet,iOS,2.4.1,logout,731,3189,9903,1800091425,1800092156,1
logs-row-0001220,log-0001220,log-0001220,user-00020,phone,iOS,2.4.0,login,751,3220,9940,1800091500,1800092251,1
logs-row-0001221,log-0001221,log-0001221,user-00021,laptop,iOS,2.5.1,purchase,768,3251,9977,1800091575,1800092343,1
logs-row-0001222,log-0001222,log-0001222,user-00022,desktop,iOS,2.5.0,login_failed,45,3282,10014,1800091650,1800091695,0
logs-row-0001223,log-0001223,log-0001223,user-00023,tablet,iOS,2.4.1,view,804,3313,10051,1800091725,1800092529,1
logs-row-0001224,log-0001224,log-0001224,user-00024,phone,iOS,2.4.0,logout,823,3344,10088,1800091800,1800092623,1
logs-row-0001225,log-0001225,log-0001225,user-00025,laptop,iOS,2.5.1,login,841,3375,10125,1800091875,1800092716,1
logs-row-0001226,log-0001226,log-0001226,user-00026,desktop,iOS,2.5.0,purchase,863,3406,10162,1800091950,1800092813,1
logs-row-0001227,log-0001227,log-0001227,user-00027,tablet,iOS,2.4.1,login_failed,45,3437,10199,1800092025,1800092070,0
logs-row-0001228,log-0001228,log-0001228,user-00028,phone,iOS,2.4.0,view,897,3468,10236,1800092100,1800092997,1
logs-row-0001229,log-0001229,log-0001229,user-00029,laptop,iOS,2.5.1,logout,916,3499,10273,1800092175,1800093091,1
logs-row-0001230,log-0001230,log-0001230,user-00030,desktop,iOS,2.5.0,login,942,3530,10310,1800092250,1800093192,1
logs-row-0001231,log-0001231,log-0001231,user-00031,tablet,iOS,2.4.1,purchase,961,3561,10347,1800092325,1800093286,1
logs-row-0001232,log-0001232,log-0001232,user-00032,phone,iOS,2.4.0,login_failed,17,3592,10384,1800092400,1800092417,0
logs-row-0001233,log-0001233,log-0001233,user-00033,laptop,iOS,2.5.1,view,99,3623,10421,1800092475,1800092574,1
logs-row-0001234,log-0001234,log-0001234,user-00034,desktop,iOS,2.5.0,logout,111,3654,10458,1800092550,1800092661,1
logs-row-0001235,log-0001235,log-0001235,user-00035,tablet,iOS,2.4.1,login,135,3685,10495,1800092625,1800092760,1
logs-row-0001236,log-0001236,log-0001236,user-00036,phone,iOS,2.4.0,purchase,150,3716,10532,1800092700,1800092850,1
logs-row-0001237,log-0001237,log-0001237,user-00037,laptop,iOS,2.5.1,login_failed,45,3747,10569,1800092775,1800092820,0
logs-row-0001238,log-0001238,log-0001238,user-00038,desktop,iOS,2.5.0,view,194,3778,10606,1800092850,1800093044,1
logs-row-0001239,log-0001239,log-0001239,user-00039,tablet,iOS,2.4.1,logout,210,3809,10643,1800092925,1800093135,1
logs-row-0001240,log-0001240,log-0001240,user-00040,phone,iOS,2.4.0,login,226,3840,10680,1800093000,1800093226,1
logs-row-0001241,log-0001241,log-0001241,user-00041,laptop,iOS,2.5.1,purchase,249,3871,10717,1800093075,1800093324,1
logs-row-0001242,log-0001242,log-0001242,user-00042,desktop,iOS,2.5.0,login_failed,45,3902,10754,1800093150,1800093195,0
logs-row-0001243,log-0001243,log-0001243,user-00043,tablet,iOS,2.4.1,view,288,3933,10791,1800093225,1800093513,1
logs-row-0001244,log-0001244,log-0001244,user-00044,phone,iOS,2.4.0,logout,301,3964,10828,1800093300,1800093601,1
logs-row-0001245,log-0001245,log-0001245,user-00045,laptop,iOS,2.5.1,login,325,3995,10865,1800093375,1800093700,1
logs-row-0001246,log-0001246,log-0001246,user-00046,desktop,iOS,2.5.0,purchase,343,4026,10902,1800093450,1800093793,1
logs-row-0001247,log-0001247,log-0001247,user-00047,tablet,iOS,2.4.1,login_failed,45,4057,10939,1800093525,1800093570,0
logs-row-0001248,log-0001248,log-0001248,user-00048,phone,iOS,2.4.0,view,382,4088,10976,1800093600,1800093982,1
logs-row-0001249,log-0001249,log-0001249,user-00049,laptop,iOS,2.5.1,logout,399,4119,11013,1800093675,1800094074,1
logs-row-0001250,log-0001250,log-0001250,user-00050,desktop,iOS,2.5.0,login,422,4150,11050,1800093750,1800094172,1
logs-row-0001251,log-0001251,log-0001251,user-00051,tablet,iOS,2.4.1,purchase,434,4181,11087,1800093825,1800094259,1
logs-row-0001252,log-0001252,log-0001252,user-00052,phone,iOS,2.4.0,login_failed,45,4212,11124,1800093900,1800093945,0
logs-row-0001253,log-0001253,log-0001253,user-00053,laptop,iOS,2.5.1,view,475,4243,11161,1800093975,1800094450,1
logs-row-0001254,log-0001254,log-0001254,user-00054,desktop,iOS,2.5.0,logout,492,4274,11198,1800094050,1800094542,1
logs-row-0001255,log-0001255,log-0001255,user-00055,tablet,iOS,2.4.1,login,511,4305,11235,1800094125,1800094636,1
logs-row-0001256,log-0001256,log-0001256,user-00056,phone,iOS,2.4.0,purchase,529,4336,11272,1800094200,1800094729,1
logs-row-0001257,log-0001257,log-0001257,user-00057,laptop,iOS,2.5.1,login_failed,45,4367,11309,1800094275,1800094320,0
logs-row-0001258,log-0001258,log-0001258,user-00058,desktop,iOS,2.5.0,view,569,4398,11346,1800094350,1800094919,1
logs-row-0001259,log-0001259,log-0001259,user-00059,tablet,iOS,2.4.1,logout,593,4429,11383,1800094425,1800095018,1
logs-row-0001260,log-0001260,log-0001260,user-00060,phone,iOS,2.4.0,login,610,4460,11420,1800094500,1800095110,1
logs-row-0001261,log-0001261,log-0001261,user-00061,laptop,iOS,2.5.1,purchase,627,4491,11457,1800094575,1800095202,1
logs-row-0001262,log-0001262,log-0001262,user-00062,desktop,iOS,2.5.0,login_failed,45,4522,11494,1800094650,1800094695,0
logs-row-0001263,log-0001263,log-0001263,user-00063,tablet,iOS,2.4.1,view,663,4553,11531,1800094725,1800095388,1
logs-row-0001264,log-0001264,log-0001264,user-00064,phone,iOS,2.4.0,logout,682,4584,11568,1800094800,1800095482,1
logs-row-0001265,log-0001265,log-0001265,user-00065,laptop,iOS,2.5.1,login,707,4615,11605,1800094875,1800095582,1
logs-row-0001266,log-0001266,log-0001266,user-00066,desktop,iOS,2.5.0,purchase,719,4646,11642,1800094950,1800095669,1
logs-row-0001267,log-0001267,log-0001267,user-00067,tablet,iOS,2.4.1,login_failed,45,4677,11679,1800095025,1800095070,0
logs-row-0001268,log-0001268,log-0001268,user-00068,phone,iOS,2.4.0,view,760,4708,11716,1800095100,1800095860,1
logs-row-0001269,log-0001269,log-0001269,user-00069,laptop,iOS,2.5.1,logout,782,4739,11753,1800095175,1800095957,1
logs-row-0001270,log-0001270,log-0001270,user-00070,desktop,iOS,2.5.0,login,801,4770,11790,1800095250,1800096051,1
logs-row-0001271,log-0001271,log-0001271,user-00071,tablet,iOS,2.4.1,purchase,818,4801,11827,1800095325,1800096143,1
logs-row-0001272,log-0001272,log-0001272,user-00072,phone,iOS,2.4.0,login_failed,45,4832,11864,1800095400,1800095445,0
logs-row-0001273,log-0001273,log-0001273,user-00073,laptop,iOS,2.5.1,view,858,4863,11901,1800095475,1800096333,1
logs-row-0001274,log-0001274,log-0001274,user-00074,desktop,iOS,2.5.0,logout,872,4894,11938,1800095550,1800096422,1
logs-row-0001275,log-0001275,log-0001275,user-00075,tablet,iOS,2.4.1,login,893,4925,11975,1800095625,1800096518,1
logs-row-0001276,log-0001276,log-0001276,user-00076,phone,iOS,2.4.0,purchase,911,4956,12012,1800095700,1800096611,1
logs-row-0001277,log-0001277,log-0001277,user-00077,laptop,iOS,2.5.1,login_failed,45,4987,12049,1800095775,1800095820,0
logs-row-0001278,log-0001278,log-0001278,user-00078,desktop,iOS,2.5.0,view,947,5018,12086,1800095850,1800096797,1
logs-row-0001279,log-0001279,log-0001279,user-00079,tablet,iOS,2.4.1,logout,67,5049,12123,1800095925,1800095992,1
logs-row-0001280,log-0001280,log-0001280,user-00080,phone,iOS,2.4.0,login,92,5080,12160,1800096000,1800096092,1
logs-row-0001281,log-0001281,log-0001281,user-00081,laptop,iOS,2.5.1,purchase,109,5111,12197,1800096075,1800096184,1
logs-row-0001282,log-0001282,log-0001282,user-00082,desktop,iOS,2.5.0,login_failed,45,5142,12234,1800096150,1800096195,0
logs-row-0001283,log-0001283,log-0001283,user-00083,tablet,iOS,2.4.1,view,146,5173,12271,1800096225,1800096371,1
logs-row-0001284,log-0001284,log-0001284,user-00084,phone,iOS,2.4.0,logout,161,5204,12308,1800096300,1800096461,1
logs-row-0001285,log-0001285,log-0001285,user-00085,laptop,iOS,2.5.1,login,186,5235,12345,1800096375,1800096561,1
logs-row-0001286,log-0001286,log-0001286,user-00086,desktop,iOS,2.5.0,purchase,199,5266,12382,1800096450,1800096649,1
logs-row-0001287,log-0001287,log-0001287,user-00087,tablet,iOS,2.4.1,login_failed,45,5297,12419,1800096525,1800096570,0
logs-row-0001288,log-0001288,log-0001288,user-00088,phone,iOS,2.4.0,view,238,5328,12456,1800096600,1800096838,1
logs-row-0001289,log-0001289,log-0001289,user-00089,laptop,iOS,2.5.1,logout,261,5359,12493,1800096675,1800096936,1
logs-row-0001290,log-0001290,log-0001290,user-00090,desktop,iOS,2.5.0,login,280,5390,12530,1800096750,1800097030,1
logs-row-0001291,log-0001291,log-0001291,user-00091,tablet,iOS,2.4.1,purchase,297,421,12567,1800096825,1800097122,1
logs-row-0001292,log-0001292,log-0001292,user-00092,phone,iOS,2.4.0,login_failed,45,452,12604,1800096900,1800096945,0
logs-row-0001293,log-0001293,log-0001293,user-00093,laptop,iOS,2.5.1,view,339,483,12641,1800096975,1800097314,1
logs-row-0001294,log-0001294,log-0001294,user-00094,desktop,iOS,2.5.0,logout,354,514,12678,1800097050,1800097404,1
logs-row-0001295,log-0001295,log-0001295,user-00095,tablet,iOS,2.4.1,login,371,545,12715,1800097125,1800097496,1
logs-row-0001296,log-0001296,log-0001296,user-00096,phone,iOS,2.4.0,purchase,392,576,12752,1800097200,1800097592,1
logs-row-0001297,log-0001297,log-0001297,user-00097,laptop,iOS,2.5.1,login_failed,45,607,12789,1800097275,1800097320,0
logs-row-0001298,log-0001298,log-0001298,user-00098,desktop,iOS,2.5.0,view,428,638,826,1800097350,1800097778,1
logs-row-0001299,log-0001299,log-0001299,user-00099,tablet,iOS,2.4.1,logout,450,669,863,1800097425,1800097875,1
logs-row-0001300,log-0001300,log-0001300,user-00100,phone,iOS,2.4.0,login,469,700,900,1800097500,1800097969,1
logs-row-0001301,log-0001301,log-0001301,user-00101,laptop,iOS,2.5.1,purchase,490,731,937,1800097575,1800098065,1
logs-row-0001302,log-0001302,log-0001302,user-00102,desktop,iOS,2.5.0,login_failed,45,762,974,1800097650,1800097695,0
logs-row-0001303,log-0001303,log-0001303,user-00103,tablet,iOS,2.4.1,view,524,793,1011,1800097725,1800098249,1
logs-row-0001304,log-0001304,log-0001304,user-00104,phone,iOS,2.4.0,logout,543,824,1048,1800097800,1800098343,1
logs-row-0001305,log-0001305,log-0001305,user-00105,laptop,iOS,2.5.1,login,564,855,1085,1800097875,1800098439,1
logs-row-0001306,log-0001306,log-0001306,user-00106,desktop,iOS,2.5.0,purchase,580,886,1122,1800097950,1800098530,1
logs-row-0001307,log-0001307,log-0001307,user-00107,tablet,iOS,2.4.1,login_failed,45,917,1159,1800098025,1800098070,0
logs-row-0001308,log-0001308,log-0001308,user-00108,phone,iOS,2.4.0,view,622,948,1196,1800098100,1800098722,1
logs-row-0001309,log-0001309,log-0001309,user-00109,laptop,iOS,2.5.1,logout,639,979,1233,1800098175,1800098814,1
logs-row-0001310,log-0001310,log-0001310,user-00110,desktop,iOS,2.5.0,login,657,1010,1270,1800098250,1800098907,1
logs-row-0001311,log-0001311,log-0001311,user-00111,tablet,iOS,2.4.1,purchase,674,1041,1307,1800098325,1800098999,1
logs-row-0001312,log-0001312,log-0001312,user-00112,phone,iOS,2.4.0,login_failed,45,1072,1344,1800098400,1800098445,0
logs-row-0001313,log-0001313,log-0001313,user-00113,laptop,iOS,2.5.1,view,716,1103,1381,1800098475,1800099191,1
logs-row-0001314,log-0001314,log-0001314,user-00114,desktop,iOS,2.5.0,logout,734,1134,1418,1800098550,1800099284,1
logs-row-0001315,log-0001315,log-0001315,user-00115,tablet,iOS,2.4.1,login,753,1165,1455,1800098625,1800099378,1
logs-row-0001316,log-0001316,log-0001316,user-00116,phone,iOS,2.4.0,purchase,774,1196,1492,1800098700,1800099474,1
logs-row-0001317,log-0001317,log-0001317,user-00117,laptop,iOS,2.5.1,login_failed,45,1227,1529,1800098775,1800098820,0
logs-row-0001318,log-0001318,log-0001318,user-00118,desktop,iOS,2.5.0,view,813,1258,1566,1800098850,1800099663,1
logs-row-0001319,log-0001319,log-0001319,user-00119,tablet,iOS,2.4.1,logout,829,1289,1603,1800098925,1800099754,1
logs-row-0001320,log-0001320,log-0001320,user-00120,phone,iOS,2.4.0,login,846,1320,1640,1800099000,1800099846,1
logs-row-0001321,log-0001321,log-0001321,user-00121,laptop,iOS,2.5.1,purchase,865,1351,1677,1800099075,1800099940,1
logs-row-0001322,log-0001322,log-0001322,user-00122,desktop,iOS,2.5.0,login_failed,45,1382,1714,1800099150,1800099195,0
logs-row-0001323,log-0001323,log-0001323,user-00123,tablet,iOS,2.4.1,view,908,1413,1751,1800099225,1800100133,1
logs-row-0001324,log-0001324,log-0001324,user-00124,phone,iOS,2.4.0,logout,927,1444,1788,1800099300,1800100227,1
logs-row-0001325,log-0001325,log-0001325,user-00125,laptop,iOS,2.5.1,login,942,1475,1825,1800099375,1800100317,1
logs-row-0001326,log-0001326,log-0001326,user-00126,desktop,iOS,2.5.0,purchase,959,1506,1862,1800099450,1800100409,1
logs-row-0001327,log-0001327,log-0001327,user-00127,tablet,iOS,2.4.1,login_failed,21,1537,1899,1800099525,1800099546,0
logs-row-0001328,log-0001328,log-0001328,user-00128,phone,iOS,2.4.0,view,100,1568,1936,1800099600,1800099700,1
logs-row-0001329,log-0001329,log-0001329,user-00129,laptop,iOS,2.5.1,logout,121,1599,1973,1800099675,1800099796,1
logs-row-0001330,log-0001330,log-0001330,user-00130,desktop,iOS,2.5.0,login,140,1630,2010,1800099750,1800099890,1
logs-row-0001331,log-0001331,log-0001331,user-00131,tablet,iOS,2.4.1,purchase,160,1661,2047,1800099825,1800099985,1
logs-row-0001332,log-0001332,log-0001332,user-00132,phone,iOS,2.4.0,login_failed,45,1692,2084,1800099900,1800099945,0
logs-row-0001333,log-0001333,log-0001333,user-00133,laptop,iOS,2.5.1,view,193,1723,2121,1800099975,1800100168,1
logs-row-0001334,log-0001334,log-0001334,user-00134,desktop,iOS,2.5.0,logout,216,1754,2158,1800100050,1800100266,1
